chr	start	end	uniq_id	type
chr12	65657138	65657158	cg07677157	cord_blood
chr12	67655735	67655755	cg27276522	cord_blood
chr12	68159787	68159807	cg26227465	cord_blood
chr12	68160029	68160049	cg05224770	cord_blood
chr12	68455204	68455224	cg15085883	cord_blood
chr12	70606168	70606188	cg06227406	epithelial
chr12	75954147	75954167	cg12232146	epithelial
chr12	75978248	75978268	cg10502324	blood
chr12	89245103	89245123	cg25616055	blood
chr12	89355293	89355313	cg01093028	cord_blood
chr12	89355355	89355375	cg26635451	cord_blood
chr12	89524434	89524454	cg16606638	blood
chr12	89544215	89544235	cg03767333	cord_blood
chr12	91787021	91787041	cg04957307	cord_blood
chr12	92078446	92078466	cg25765315	cord_blood
chr12	92467276	92467296	cg03248292	blood
chr12	92582534	92582554	cg21472050	epithelial
chr12	94616072	94616092	cg19653282	epithelial
chr12	95006400	95006420	cg15087459	blood
chr12	96327025	96327045	cg04741118	cord_blood
chr12	97306370	97306390	cg22807732	epithelial
chr12	98593099	98593119	cg16871561	blood
chr12	103468992	103469012	cg18798446	epithelial
chr12	103669852	103669872	cg03658236	cord_blood
chr12	104604394	104604414	cg22827210	blood
chr12	105672294	105672314	cg08879365	epithelial
chr12	108131454	108131474	cg00211403	epithelial
chr12	108293586	108293606	cg26329192	cord_blood
chr12	108630013	108630033	cg00159243	blood
chr12	108833451	108833471	cg19256314	epithelial
chr12	109451616	109451636	cg07719172	cord_blood
chr12	110686400	110686420	cg25683989	blood
chr12	110966166	110966186	cg13235891	epithelial
chr12	117042518	117042538	cg06768361	cord_blood
chr12	117063632	117063652	cg25598890	blood
chr12	119804276	119804296	cg26097051	epithelial
chr12	119804342	119804362	cg14312334	epithelial
chr12	119804580	119804600	cg20840795	epithelial
chr12	120101323	120101343	cg19995539	cord_blood
chr12	121535510	121535530	cg10765877	cord_blood
chr12	121582290	121582310	cg00031896	blood
chr12	121792574	121792594	cg02499214	blood
chr12	122029263	122029283	cg23474890	cord_blood
chr12	122730307	122730327	cg17346246	blood
chr12	122852011	122852031	cg14277677	epithelial
chr12	122895012	122895032	cg05298628	blood
chr12	123084561	123084581	cg16085171	cord_blood
chr12	124549727	124549747	cg24847366	cord_blood
chr12	124720478	124720498	cg18167946	epithelial
chr12	124755247	124755267	cg13133835	blood
chr12	128814907	128814927	cg13617280	blood
chr12	130826473	130826493	cg14381350	blood
chr12	131609545	131609565	cg16871449	cord_blood
chr12	131799401	131799421	cg20181262	cord_blood
chr12	132807157	132807177	cg20319945	cord_blood
chr12	132848059	132848079	cg09120938	cord_blood
chr13	20460930	20460950	cg02402946	blood
chr13	21972135	21972155	cg13625388	epithelial
chr13	22061724	22061744	cg00792968	cord_blood
chr13	24511153	24511173	cg18582260	blood
chr13	26983356	26983376	cg03268893	blood
chr13	30374569	30374589	cg27506442	blood
chr13	30443159	30443179	cg09469986	cord_blood
chr13	30832973	30832993	cg08003353	epithelial
chr13	31199659	31199679	cg21418052	cord_blood
chr13	31199661	31199681	cg09788008	cord_blood
chr13	32390307	32390327	cg06935361	cord_blood
chr13	33169500	33169520	cg13370010	epithelial
chr13	33797690	33797710	cg26169783	blood
chr13	40169510	40169530	cg12190306	epithelial
chr13	40188003	40188023	cg21565496	blood
chr13	40188041	40188061	cg11162888	cord_blood
chr13	40188288	40188308	cg06329392	blood
chr13	40490335	40490355	cg26707718	blood
chr13	41144724	41144744	cg06927812	cord_blood
chr13	41286647	41286667	cg09909069	cord_blood
chr13	41357035	41357055	cg07725527	blood
chr13	41470527	41470547	cg23357533	blood
chr13	41546511	41546531	cg09244312	cord_blood
chr13	44714315	44714335	cg10564001	epithelial
chr13	46182064	46182084	cg17771150	epithelial
chr13	46804436	46804456	cg22770916	epithelial
chr13	48792057	48792077	cg23391288	blood
chr13	49532880	49532900	cg17487741	cord_blood
chr13	51066296	51066316	cg13928490	cord_blood
chr13	52994373	52994393	cg21863546	cord_blood
chr13	70173531	70173551	cg19694453	epithelial
chr13	79936791	79936811	cg17687367	epithelial
chr13	80038011	80038031	cg05317600	cord_blood
chr13	97275967	97275987	cg11662061	epithelial
chr13	98437606	98437626	cg10986104	cord_blood
chr13	98571298	98571318	cg23954655	blood
chr13	99062345	99062365	cg08599355	cord_blood
chr13	99308105	99308125	cg09626634	cord_blood
chr13	105914971	105914991	cg08814536	epithelial
chr13	106156766	106156786	cg08141959	epithelial
chr13	106491668	106491688	cg18158859	cord_blood
chr13	108957898	108957918	cg04869379	epithelial
chr13	109160106	109160126	cg22688656	cord_blood
chr13	109733819	109733839	cg24430034	blood
chr13	110135166	110135186	cg17292667	cord_blood
chr13	110232988	110233008	cg02099572	epithelial
chr13	110233047	110233067	cg10908116	epithelial
chr13	110448397	110448417	cg09680131	epithelial
chr13	110676426	110676446	cg04828493	blood
chr13	111167124	111167144	cg23919844	cord_blood
chr13	111896130	111896150	cg26886708	epithelial
chr13	112771946	112771966	cg13995599	cord_blood
chr13	112929758	112929778	cg00555816	epithelial
chr13	112929783	112929803	cg24028634	epithelial
chr13	112929855	112929875	cg16959787	epithelial
chr13	113258770	113258790	cg03313271	blood
chr13	114049220	114049240	cg11166893	epithelial
chr13	114067950	114067970	cg07244095	epithelial
chr13	114151812	114151832	cg20856545	cord_blood
chr13	114319854	114319874	cg23411036	epithelial
chr14	23117593	23117613	cg11070172	blood
chr14	23120200	23120220	cg15691199	blood
chr14	23155144	23155164	cg18701685	blood
chr14	24509465	24509485	cg01201932	epithelial
chr14	24610141	24610161	cg02150910	blood
chr14	24634330	24634350	cg03875678	cord_blood
chr14	24634514	24634534	cg16212145	blood
chr14	37932297	37932317	cg16703420	epithelial
chr14	39266282	39266302	cg18976418	cord_blood
chr14	49614552	49614572	cg08221288	cord_blood
chr14	50400007	50400027	cg01868869	cord_blood
chr14	50823408	50823428	cg08189198	cord_blood
chr14	51093030	51093050	cg18712494	cord_blood
chr14	52401142	52401162	cg11802899	epithelial
chr14	57493736	57493756	cg21220520	blood
chr14	57597083	57597103	cg04913974	epithelial
chr14	59161755	59161775	cg23108232	cord_blood
chr14	60758566	60758586	cg13695076	blood
chr14	61326336	61326356	cg17306848	cord_blood
chr14	61694855	61694875	cg20580088	cord_blood
chr14	64720326	64720346	cg11820833	epithelial
chr14	65206918	65206938	cg21221767	blood
chr14	68137867	68137887	cg00715197	epithelial
chr14	68349994	68350014	cg21027282	cord_blood
chr14	68780610	68780630	cg26137915	cord_blood
chr14	68797312	68797332	cg12140749	cord_blood
chr14	68948861	68948881	cg00739471	cord_blood
chr14	69193876	69193896	cg26280976	cord_blood
chr14	69657980	69658000	cg04158862	epithelial
chr14	69901958	69901978	cg05415931	epithelial
chr14	70643809	70643829	cg08280368	cord_blood
chr14	72563948	72563968	cg14066207	cord_blood
chr14	74686594	74686614	cg26103369	cord_blood
chr14	75471779	75471799	cg07490283	cord_blood
chr14	75536087	75536107	cg01589587	cord_blood
chr14	75868102	75868122	cg25588348	epithelial
chr14	76866630	76866650	cg26326621	cord_blood
chr14	77025707	77025727	cg04848682	epithelial
chr14	77026435	77026455	cg13493526	epithelial
chr14	79045554	79045574	cg07182163	epithelial
chr14	80959558	80959578	cg10825315	blood
chr14	88262513	88262533	cg08167560	epithelial
chr14	88613896	88613916	cg00871207	epithelial
chr14	89616921	89616941	cg15821562	blood
chr14	91399971	91399991	cg13027206	blood
chr14	92517291	92517311	cg21113318	cord_blood
chr14	92688129	92688149	cg18630178	epithelial
chr14	93114694	93114714	cg09257735	blood
chr14	95525024	95525044	cg23661721	blood
chr14	97457970	97457990	cg01736164	epithelial
chr14	97978129	97978149	cg16278496	cord_blood
chr14	98717529	98717549	cg04914574	epithelial
chr14	99189246	99189266	cg07015803	cord_blood
chr14	99189329	99189349	cg16452866	cord_blood
chr14	99245405	99245425	cg16126665	blood
chr14	99245493	99245513	cg07675477	blood
chr14	99245989	99246009	cg16256390	blood
chr14	99246033	99246053	cg27043010	blood
chr14	99267671	99267691	cg11753157	cord_blood
chr14	99321212	99321232	cg05875239	blood
chr14	99580147	99580167	cg23149072	epithelial
chr14	100065244	100065264	cg18621299	epithelial
chr14	100065453	100065473	cg19918549	cord_blood
chr14	100065689	100065709	cg17813891	cord_blood
chr14	101047704	101047724	cg03290602	cord_blood
chr14	101068737	101068757	cg25952596	cord_blood
chr14	101710324	101710344	cg19730972	blood
chr14	101731810	101731830	cg23358740	blood
chr14	102210610	102210630	cg08253808	blood
chr14	102210794	102210814	cg05398700	blood
chr14	102946633	102946653	cg21057323	blood
chr14	103355864	103355884	cg26159832	cord_blood
chr14	103692382	103692402	cg26318872	cord_blood
chr14	103730813	103730833	cg25580656	cord_blood
chr14	104334098	104334118	cg16340136	epithelial
chr14	104973566	104973586	cg23385208	epithelial
chr14	104980351	104980371	cg12811617	epithelial
chr14	106851655	106851675	cg05205074	blood
chr14	106851789	106851809	cg14936008	blood
chr15	22880215	22880235	cg17896808	cord_blood
chr15	25717562	25717582	cg13356455	blood
chr15	25785390	25785410	cg15275965	epithelial
chr15	25802496	25802516	cg11557546	cord_blood
chr15	25849547	25849567	cg07986058	cord_blood
chr15	28174502	28174522	cg19563355	cord_blood
chr15	29671009	29671029	cg21576187	epithelial
chr15	30988300	30988320	cg24405716	cord_blood
chr15	31014902	31014922	cg19661705	cord_blood
chr15	31231044	31231064	cg01869288	cord_blood
chr15	31329583	31329603	cg19961766	cord_blood
chr15	31329630	31329650	cg21385909	cord_blood
chr15	38086026	38086046	cg03906681	cord_blood
chr15	39594152	39594172	cg13375187	cord_blood
chr15	39625191	39625211	cg07307830	cord_blood
chr15	40291030	40291050	cg09233429	epithelial
chr15	40308424	40308444	cg26232412	epithelial
chr15	40553868	40553888	cg20602300	blood
chr15	41283213	41283233	cg07435215	cord_blood
chr15	41513927	41513947	cg25298161	cord_blood
chr15	41968946	41968966	cg12655112	blood
chr15	42210831	42210851	cg12483340	blood
chr15	42457128	42457148	cg03402235	cord_blood
chr15	55270195	55270215	cg08769189	blood
chr15	56958167	56958187	cg16458838	cord_blood
chr15	56985426	56985446	cg17883068	cord_blood
chr15	57032125	57032145	cg04858164	blood
chr15	57286868	57286888	cg26810157	cord_blood
chr15	57509895	57509915	cg16210395	cord_blood
chr15	58332325	58332345	cg25729350	blood
chr15	59522964	59522984	cg22687244	epithelial
chr15	60039536	60039556	cg22538355	epithelial
chr15	60580649	60580669	cg23074881	cord_blood
chr15	60588862	60588882	cg02189597	cord_blood
chr15	60615540	60615560	cg04643690	cord_blood
chr15	60667428	60667448	cg15451980	cord_blood
chr15	62940955	62940975	cg19938199	cord_blood
chr15	63212662	63212682	cg07068735	cord_blood
chr15	63256754	63256774	cg25447873	epithelial
chr15	66621827	66621847	cg08353973	epithelial
chr15	66679453	66679473	cg08036487	cord_blood
chr15	68621313	68621333	cg15174117	epithelial
chr15	70094868	70094888	cg26971042	blood
chr15	70486997	70487017	cg03278514	blood
chr15	70493922	70493942	cg09164206	cord_blood
chr15	70524291	70524311	cg12096354	cord_blood
chr15	70713429	70713449	cg12157761	cord_blood
chr15	72358847	72358867	cg24495350	cord_blood
chr15	72471498	72471518	cg12099546	cord_blood
chr15	73941974	73941994	cg09916599	cord_blood
chr15	73985283	73985303	cg13201644	cord_blood
chr15	74531230	74531250	cg09493621	epithelial
chr15	74570311	74570331	cg02384859	blood
chr15	74854163	74854183	cg05897699	cord_blood
chr15	75930126	75930146	cg08290738	cord_blood
chr15	80436742	80436762	cg08942191	epithelial
chr15	82132933	82132953	cg11401820	epithelial
chr15	85793390	85793410	cg20737812	blood
chr15	88652314	88652334	cg19574915	blood
chr15	89166397	89166417	cg13460556	cord_blood
chr15	90100524	90100544	cg19674091	cord_blood
chr15	90623892	90623912	cg11964030	cord_blood
chr15	90884608	90884628	cg05211768	blood
chr15	91912418	91912438	cg13039199	blood
chr15	92819007	92819027	cg00103299	blood
chr15	97522582	97522602	cg25792999	epithelial
chr15	98713635	98713655	cg03795574	blood
chr15	99438798	99438818	cg23911637	cord_blood
chr15	99438844	99438864	cg06272045	cord_blood
chr15	99439075	99439095	cg23325335	blood
chr15	100597761	100597781	cg24008435	cord_blood
chr16	383494	383514	cg00764796	epithelial
chr16	502230	502250	cg08110692	cord_blood
chr16	976750	976770	cg06017559	cord_blood
chr16	1002929	1002949	cg08438529	cord_blood
chr16	1355212	1355232	cg03445653	cord_blood
chr16	1537831	1537851	cg10471113	cord_blood
chr16	1963562	1963582	cg26876834	cord_blood
chr16	2770931	2770951	cg08809408	cord_blood
chr16	3547141	3547161	cg16429499	blood
chr16	4263617	4263637	cg05813417	epithelial
chr16	4374430	4374450	cg04185382	epithelial
chr16	4664783	4664803	cg01156249	blood
chr16	4664804	4664824	cg07635227	blood
chr16	4686214	4686234	cg16778018	cord_blood
chr16	9108536	9108556	cg04394724	cord_blood
chr16	11342000	11342020	cg02021288	blood
chr16	11584919	11584939	cg08767044	epithelial
chr16	11613819	11613839	cg09662852	blood
chr16	11783042	11783062	cg02535219	cord_blood
chr16	11792802	11792822	cg08422172	cord_blood
chr16	11975915	11975935	cg09581137	epithelial
chr16	12079095	12079115	cg01366941	cord_blood
chr16	14364604	14364624	cg07095737	epithelial
chr16	16062172	16062192	cg03653601	epithelial
chr16	17013743	17013763	cg08773462	epithelial
chr16	20410295	20410315	cg16736889	cord_blood
chr16	21609214	21609234	cg09808606	cord_blood
chr16	22241173	22241193	cg01382502	epithelial
chr16	22373384	22373404	cg10111816	cord_blood
chr16	23839073	23839093	cg26562691	blood
chr16	23905135	23905155	cg00795205	epithelial
chr16	24978331	24978351	cg05859441	cord_blood
chr16	27450307	27450327	cg27027151	blood
chr16	28208937	28208957	cg00445959	blood
chr16	28931688	28931708	cg07597976	blood
chr16	29745987	29746007	cg09638208	epithelial
chr16	29745992	29746012	cg23093496	epithelial
chr16	30603082	30603102	cg09712234	cord_blood
chr16	31331621	31331641	cg02256631	blood
chr16	31355098	31355118	cg04742550	cord_blood
chr16	31527903	31527923	cg02989940	cord_blood
chr16	46886153	46886173	cg04839706	epithelial
chr16	49566781	49566801	cg03879386	epithelial
chr16	50681339	50681359	cg01144086	epithelial
chr16	50746327	50746347	cg09722826	blood
chr16	50943975	50943995	cg10293282	epithelial
chr16	50944260	50944280	cg03661567	epithelial
chr16	53914031	53914051	cg02111433	cord_blood
chr16	56606646	56606666	cg10257110	epithelial
chr16	56992107	56992127	cg05723552	blood
chr16	57628619	57628639	cg03989617	blood
chr16	57758388	57758408	cg27309702	cord_blood
chr16	66058497	66058517	cg08480996	epithelial
chr16	68000089	68000109	cg10096215	blood
chr16	68235382	68235402	cg22190721	epithelial
chr16	68235570	68235590	cg00944421	epithelial
chr16	69073377	69073397	cg26874999	epithelial
chr16	69917793	69917813	cg26736200	epithelial
chr16	70694088	70694108	cg27076536	epithelial
chr16	70715651	70715671	cg09615821	epithelial
chr16	72007467	72007487	cg22381196	blood
chr16	73288717	73288737	cg16363708	epithelial
chr16	74698526	74698546	cg07846061	cord_blood
chr16	75073758	75073778	cg00433709	cord_blood
chr16	75305475	75305495	cg04384112	cord_blood
chr16	79158928	79158948	cg01365766	cord_blood
chr16	80027450	80027470	cg03498081	epithelial
chr16	81527137	81527157	cg01799671	cord_blood
chr16	82035087	82035107	cg26479028	epithelial
chr16	84519258	84519278	cg26676129	cord_blood
chr16	85621391	85621411	cg02124524	cord_blood
chr16	85624953	85624973	cg01302201	cord_blood
chr16	85674423	85674443	cg04120520	cord_blood
chr16	85935685	85935705	cg08645860	blood
chr16	85947720	85947740	cg10274029	blood
chr16	85947757	85947777	cg08428292	blood
chr16	85977999	85978019	cg08694574	blood
chr16	87350983	87351003	cg02312706	epithelial
chr16	87351147	87351167	cg27322071	epithelial
chr16	87701640	87701660	cg07721872	blood
chr16	87780562	87780582	cg06508867	cord_blood
chr16	88134696	88134716	cg05415670	epithelial
chr16	88523907	88523927	cg04247152	cord_blood
chr16	88653961	88653981	cg05355684	cord_blood
chr16	88704140	88704160	cg09735908	epithelial
chr16	88771695	88771715	cg09201499	cord_blood
chr16	88840766	88840786	cg16802439	blood
chr16	88921817	88921837	cg04910877	blood
chr16	89097160	89097180	cg07661835	blood
chr16	89270142	89270162	cg03891962	cord_blood
chr16	89316473	89316493	cg08527124	epithelial
chr16	89321151	89321171	cg09420319	epithelial
chr16	89375236	89375256	cg02582213	cord_blood
chr16	89472812	89472832	cg09300089	blood
chr16	89484056	89484076	cg08726900	cord_blood
chr16	89855800	89855820	cg26756782	cord_blood
chr16	89931471	89931491	cg00867406	blood
chr16	90026337	90026357	cg07860918	epithelial
chr17	413295	413315	cg25045219	cord_blood
chr17	494840	494860	cg07881210	blood
chr17	601769	601789	cg13396713	cord_blood
chr17	694334	694354	cg17731065	epithelial
chr17	1193322	1193342	cg17211761	cord_blood
chr17	1509646	1509666	cg07185664	cord_blood
chr17	2359656	2359676	cg22235600	epithelial
chr17	2935883	2935903	cg11869193	epithelial
chr17	3590362	3590382	cg02212339	blood
chr17	4176347	4176367	cg00277591	cord_blood
chr17	4178020	4178040	cg17331920	cord_blood
chr17	4178123	4178143	cg13468144	blood
chr17	7028096	7028116	cg08786079	cord_blood
chr17	7888733	7888753	cg12353788	cord_blood
chr17	7888806	7888826	cg16519762	blood
chr17	10033458	10033478	cg02605292	cord_blood
chr17	14201332	14201352	cg23792308	blood
chr17	14318908	14318928	cg20928777	epithelial
chr17	15463592	15463612	cg22980156	epithelial
chr17	15966283	15966303	cg08826152	cord_blood
chr17	16973201	16973221	cg10193804	cord_blood
chr17	17206796	17206816	cg16340422	cord_blood
chr17	17206856	17206876	cg19093370	cord_blood
chr17	17206883	17206903	cg24578857	cord_blood
chr17	17491408	17491428	cg11972721	cord_blood
chr17	18268410	18268430	cg21390363	cord_blood
chr17	19007720	19007740	cg04658357	blood
chr17	19534930	19534950	cg08895056	cord_blood
chr17	19870298	19870318	cg07781401	cord_blood
chr17	20122739	20122759	cg22675702	cord_blood
chr17	27878904	27878924	cg19001909	cord_blood
chr17	30823072	30823092	cg00166343	epithelial
chr17	31309835	31309855	cg07137244	epithelial
chr17	32515918	32515938	cg18483549	cord_blood
chr17	35099856	35099876	cg08154963	blood
chr17	35449654	35449674	cg02380585	cord_blood
chr17	36066845	36066865	cg06040872	blood
chr17	37147022	37147042	cg17939040	cord_blood
chr17	39224564	39224584	cg26133266	blood
chr17	39618630	39618650	cg05041073	blood
chr17	39758086	39758106	cg18207999	epithelial
chr17	40510554	40510574	cg06786600	epithelial
chr17	40552203	40552223	cg05484949	cord_blood
chr17	40560980	40561000	cg16047279	blood
chr17	40561013	40561033	cg07248223	blood
chr17	41060415	41060435	cg02927821	epithelial
chr17	41060425	41060445	cg13375427	epithelial
chr17	41490732	41490752	cg02780988	cord_blood
chr17	41932417	41932437	cg02779913	blood
chr17	41973632	41973652	cg13917614	blood
chr17	42315354	42315374	cg25330422	cord_blood
chr17	43927349	43927369	cg27402043	blood
chr17	44266856	44266876	cg02998129	cord_blood
chr17	44850860	44850880	cg23948703	cord_blood
chr17	45241233	45241253	cg19735250	epithelial
chr17	45277712	45277732	cg25105522	cord_blood
chr17	47621884	47621904	cg21332304	epithelial
chr17	47621946	47621966	cg19184885	epithelial
chr17	47855265	47855285	cg27210136	cord_blood
chr17	48113330	48113350	cg01722297	cord_blood
chr17	48841808	48841828	cg02753187	cord_blood
chr17	49277843	49277863	cg27059140	blood
chr17	49389849	49389869	cg11906021	blood
chr17	50893630	50893650	cg01135464	epithelial
chr17	57823693	57823713	cg10690440	cord_blood
chr17	58330826	58330846	cg03649649	epithelial
chr17	58331640	58331660	cg26112797	epithelial
chr17	58331657	58331677	cg10530767	epithelial
chr17	58332147	58332167	cg01951274	epithelial
chr17	62668783	62668803	cg13068915	blood
chr17	62693179	62693199	cg21768884	cord_blood
chr17	63460844	63460864	cg23512231	cord_blood
chr17	63985195	63985215	cg18041642	cord_blood
chr17	64679793	64679813	cg02097616	epithelial
chr17	65538560	65538580	cg26921093	cord_blood
chr17	65562131	65562151	cg25554283	blood
chr17	65743131	65743151	cg00954105	cord_blood
chr17	67390970	67390990	cg01507342	cord_blood
chr17	67475177	67475197	cg15536947	cord_blood
chr17	68312426	68312446	cg13093111	blood
chr17	68822119	68822139	cg08850641	epithelial
chr17	74114079	74114099	cg03249131	epithelial
chr17	74114144	74114164	cg02294420	epithelial
chr17	74531366	74531386	cg06407137	cord_blood
chr17	74623939	74623959	cg03533256	cord_blood
chr17	75700419	75700439	cg18563987	epithelial
chr17	76354851	76354871	cg00549574	cord_blood
chr17	76427886	76427906	cg11661493	blood
chr17	76498194	76498214	cg24757533	epithelial
chr17	76624957	76624977	cg12898019	cord_blood
chr17	76643802	76643822	cg00440980	blood
chr17	77100110	77100130	cg20610950	blood
chr17	77100147	77100167	cg11597902	cord_blood
chr17	77200848	77200868	cg08890627	cord_blood
chr17	77212715	77212735	cg11348106	cord_blood
chr17	77254995	77255015	cg04734784	epithelial
chr17	77287708	77287728	cg16317901	epithelial
chr17	77287887	77287907	cg21733927	epithelial
chr17	77364385	77364405	cg23716141	cord_blood
chr17	77450457	77450477	cg00324097	blood
chr17	77527970	77527990	cg12659114	cord_blood
chr17	78134405	78134425	cg22563987	blood
chr17	78258038	78258058	cg16810279	blood
chr17	78356626	78356646	cg23378546	cord_blood
chr17	78854174	78854194	cg01502428	cord_blood
chr17	78979852	78979872	cg18749404	epithelial
chr17	80649791	80649811	cg18758433	cord_blood
chr17	80725012	80725032	cg24667756	cord_blood
chr17	80751660	80751680	cg21143224	epithelial
chr17	80812545	80812565	cg04162316	blood
chr17	80819997	80820017	cg13526488	cord_blood
chr17	81074062	81074082	cg19460836	blood
chr17	81417220	81417240	cg10294853	epithelial
chr17	81417680	81417700	cg25378181	epithelial
chr17	81452760	81452780	cg11699517	blood
chr17	81453109	81453129	cg18050634	blood
chr17	81923637	81923657	cg22193912	cord_blood
chr17	81923657	81923677	cg01543184	cord_blood
chr17	82126668	82126688	cg03388043	cord_blood
chr17	82209285	82209305	cg13240704	cord_blood
chr17	82243088	82243108	cg00660167	blood
chr17	82435712	82435732	cg03106251	cord_blood
chr17	82435780	82435800	cg00910503	cord_blood
chr17	82449704	82449724	cg27215100	epithelial
chr17	82875168	82875188	cg17852482	blood
chr17	82875752	82875772	cg07409471	cord_blood
chr17	82915770	82915790	cg02092514	cord_blood
chr17	83012548	83012568	cg24650913	epithelial
chr17	83070610	83070630	cg14758065	cord_blood
chr18	3011802	3011822	cg15052335	cord_blood
chr18	13136331	13136351	cg00430895	epithelial
chr18	13871586	13871606	cg14744743	epithelial
chr18	23134358	23134378	cg00751332	cord_blood
chr18	23134522	23134542	cg20786131	blood
chr18	23871589	23871609	cg12182124	blood
chr18	26547263	26547283	cg00868875	epithelial
chr18	26865266	26865286	cg01292175	epithelial
chr18	31377138	31377158	cg13445249	epithelial
chr18	46031981	46032001	cg19380581	cord_blood
chr18	58221548	58221568	cg02937491	epithelial
chr18	58221590	58221610	cg02870676	epithelial
chr18	69957018	69957038	cg26848442	cord_blood
chr18	76460132	76460152	cg15347788	epithelial
chr18	78126600	78126620	cg16286755	epithelial
chr18	78126771	78126791	cg14635039	epithelial
chr18	79460702	79460722	cg15532942	blood
chr18	79497342	79497362	cg27106643	blood
chr18	79524732	79524752	cg11977716	blood
chr18	79625280	79625300	cg00232402	cord_blood
chr18	79644897	79644917	cg25540854	epithelial
chr19	617257	617277	cg15726557	cord_blood
chr19	710896	710916	cg05913684	cord_blood
chr19	937434	937454	cg24765783	cord_blood
chr19	937620	937640	cg23966363	epithelial
chr19	1070977	1070997	cg20584841	epithelial
chr19	1090969	1090989	cg16681873	blood
chr19	1169129	1169149	cg27409514	epithelial
chr19	2041951	2041971	cg00434573	cord_blood
chr19	2082113	2082133	cg15159247	epithelial
chr19	2272707	2272727	cg13437554	cord_blood
chr19	2425468	2425488	cg19497523	cord_blood
chr19	2540899	2540919	cg19853565	epithelial
chr19	2541007	2541027	cg07843390	epithelial
chr19	2541096	2541116	cg08407014	epithelial
chr19	3178836	3178856	cg20695297	epithelial
chr19	3178947	3178967	cg17518965	epithelial
chr19	3398802	3398822	cg15658793	cord_blood
chr19	3814123	3814143	cg10214132	cord_blood
chr19	4094316	4094336	cg19423175	cord_blood
chr19	4104910	4104930	cg15076869	cord_blood
chr19	4667083	4667103	cg14976569	cord_blood
chr19	6475476	6475496	cg14798653	epithelial
chr19	6476930	6476950	cg03745491	epithelial
chr19	6477012	6477032	cg08379738	epithelial
chr19	8052130	8052150	cg02901006	cord_blood
chr19	8515440	8515460	cg14574996	blood
chr19	8515615	8515635	cg23357708	blood
chr19	8697974	8697994	cg23476937	cord_blood
chr19	10116015	10116035	cg08456754	cord_blood
chr19	10197854	10197874	cg26538782	blood
chr19	10334231	10334251	cg19645616	epithelial
chr19	10339336	10339356	cg14145194	blood
chr19	10408689	10408709	cg03722295	blood
chr19	10847023	10847043	cg10796068	cord_blood
chr19	10868147	10868167	cg11354682	blood
chr19	12943610	12943630	cg25605731	blood
chr19	13100401	13100421	cg03077671	blood
chr19	13100437	13100457	cg24706505	blood
chr19	14114350	14114370	cg19586199	cord_blood
chr19	15453284	15453304	cg22216196	epithelial
chr19	15457539	15457559	cg08846870	epithelial
chr19	15457690	15457710	cg12360046	epithelial
chr19	15457753	15457773	cg24002183	epithelial
chr19	15458114	15458134	cg01062942	epithelial
chr19	15464831	15464851	cg05504085	cord_blood
chr19	15476024	15476044	cg26604359	epithelial
chr19	17328389	17328409	cg12526923	epithelial
chr19	17329058	17329078	cg24192660	epithelial
chr19	17473201	17473221	cg25517015	cord_blood
chr19	31357214	31357234	cg24436715	epithelial
chr19	32692797	32692817	cg21498471	cord_blood
chr19	35712600	35712620	cg03068068	cord_blood
chr19	35742536	35742556	cg16911583	epithelial
chr19	35755495	35755515	cg01405445	cord_blood
chr19	37689110	37689130	cg17823234	cord_blood
chr19	38596273	38596293	cg05258935	epithelial
chr19	38596485	38596505	cg02798280	epithelial
chr19	38727071	38727091	cg25383568	blood
chr19	38841921	38841941	cg00376816	cord_blood
chr19	39307913	39307933	cg11199014	epithelial
chr19	40286696	40286716	cg26862316	epithelial
chr19	40434265	40434285	cg07743231	blood
chr19	40624126	40624146	cg26504110	cord_blood
chr19	41276268	41276288	cg11313468	cord_blood
chr19	41933083	41933103	cg00513941	epithelial
chr19	42114245	42114265	cg21596498	blood
chr19	44752529	44752549	cg27087650	cord_blood
chr19	46864195	46864215	cg01035931	epithelial
chr19	48330143	48330163	cg10338830	epithelial
chr19	49042408	49042428	cg20698253	epithelial
chr19	49106621	49106641	cg01865484	cord_blood
chr19	49335510	49335530	cg15046675	epithelial
chr19	49552814	49552834	cg05262463	cord_blood
chr19	51123719	51123739	cg14595786	blood
chr19	51166984	51167004	cg02018326	cord_blood
chr19	51368627	51368647	cg22065498	blood
chr19	51369101	51369121	cg14496375	blood
chr19	54222988	54223008	cg15816012	cord_blood
chr19	54242754	54242774	cg19835973	blood
chr19	54572792	54572812	cg16893868	blood
chr19	54803419	54803439	cg08326410	blood
chr19	55255475	55255495	cg14539363	epithelial
chr19	55647454	55647474	cg26775079	cord_blood
chr2	50328	50348	cg01329509	epithelial
chr2	193246	193266	cg18672716	blood
chr2	193383	193403	cg14384416	blood
chr2	430919	430939	cg15111360	cord_blood
chr2	440138	440158	cg10012393	epithelial
chr2	440178	440198	cg19007570	epithelial
chr2	2646501	2646521	cg07930673	cord_blood
chr2	3257374	3257394	cg14950134	cord_blood
chr2	6852559	6852579	cg00300216	cord_blood
chr2	8282118	8282138	cg00594040	cord_blood
chr2	8282192	8282212	cg15757195	cord_blood
chr2	8283015	8283035	cg26012482	blood
chr2	8455930	8455950	cg00829063	cord_blood
chr2	8545481	8545501	cg15074524	epithelial
